,JASA,US,Equity,,,
,Date,PX_OPEN,PX_HIGH,PX_LOW,PX_LAST,PX_VOLUME
JASA,02/01/2000,10.3125,10.3125,10,10,5700
JASA,02/02/2000,10.125,10.125,9.375,9.4375,20200
JASA,02/03/2000,9.5,9.5,9.1875,9.1875,55900
JASA,02/04/2000,9.1875,9.25,9.1875,9.1875,36900
JASA,02/07/2000,9.1875,9.1875,9,9.125,60100
JASA,02/08/2000,9.125,9.375,9.125,9.3125,8000
JASA,02/09/2000,9.3125,9.5,9.3125,9.4375,5800
JASA,02/10/2000,9.4375,9.4375,8.875,8.9375,18700
JASA,02/11/2000,9,9,8.75,8.75,10100
JASA,02/14/2000,8.75,9.125,8.75,8.9375,3300
JASA,02/15/2000,8.9375,9.375,8.9375,9.25,4700
JASA,02/16/2000,9.25,9.375,9.25,9.375,4900
JASA,02/17/2000,9.375,9.4375,9.3125,9.3125,3300
JASA,02/18/2000,9.4375,9.4375,9,9,7300
JASA,02/22/2000,9.125,9.125,8.9375,8.9375,8500
JASA,02/23/2000,9,9,8.875,8.9375,6000
JASA,02/24/2000,8.9375,8.9375,8.75,8.875,5500
JASA,02/25/2000,8.875,8.875,8.75,8.875,4900
JASA,02/28/2000,8.875,8.9375,8.875,8.875,27600
JASA,02/29/2000,8.875,9.1875,8.875,9,5800
JASA,03/01/2000,9.125,9.625,9,9.625,7400
JASA,03/02/2000,9.5625,9.75,9.5,9.6875,5100
JASA,03/03/2000,9.6875,9.6875,9,9,10400
JASA,03/06/2000,9.125,9.125,8.9375,8.9375,4700
JASA,03/07/2000,8.9375,8.9375,8.75,8.8125,9000
JASA,03/08/2000,8.75,8.75,8.625,8.625,10200
JASA,03/09/2000,8.625,8.875,8.625,8.875,13700
JASA,03/10/2000,8.8125,8.875,8.8125,8.8125,4500
JASA,03/13/2000,8.6875,8.6875,8.25,8.3125,15600
JASA,03/14/2000,8.375,8.375,8.125,8.125,10300
JASA,03/15/2000,8.125,8.3125,8.0625,8.0625,12700
JASA,03/16/2000,8.0625,8.125,8.0625,8.0625,5200
JASA,03/17/2000,8.0625,8.625,8.0625,8.4375,10000
JASA,03/20/2000,8.5625,8.5625,8.4375,8.5,2700
JASA,03/21/2000,8.625,9.0625,8.5625,9.0625,9800
JASA,03/22/2000,9.125,9.25,9.125,9.1875,7500
JASA,03/23/2000,9.3125,9.5,9.25,9.3125,9100
JASA,03/24/2000,9.4375,9.5,9.4375,9.4375,6100
JASA,03/27/2000,9.4375,9.4375,9.4375,9.4375,5500
JASA,03/28/2000,9.4375,9.5,9.375,9.375,9600
JASA,03/29/2000,9.375,9.375,9.1875,9.25,9500
JASA,03/30/2000,9.3125,9.3125,9.1875,9.25,4000
JASA,03/31/2000,9.25,9.25,8,8.375,40100
JASA,04/03/2000,8.375,8.5,8.3125,8.5,21400
JASA,04/04/2000,8.75,8.75,8.4375,8.5625,8300
JASA,04/05/2000,8.6875,8.75,8.6563,8.75,5900
JASA,04/06/2000,8.75,8.75,8.625,8.625,4500
JASA,04/07/2000,8.625,8.6875,8.5625,8.6875,11900
JASA,04/10/2000,8.625,8.75,8.5,8.5625,11400
JASA,04/11/2000,8.5625,8.5625,8.4375,8.5,9000
JASA,04/12/2000,8.4375,8.6875,8.4375,8.625,7200
JASA,04/13/2000,8.625,8.6875,8.625,8.625,25500
JASA,04/14/2000,8.625,8.75,8.4375,8.6875,13500
JASA,04/17/2000,8.625,8.75,8.625,8.75,4700
JASA,04/18/2000,8.6875,8.8125,8.6875,8.75,2800
JASA,04/19/2000,8.75,8.75,8.75,8.75,200
JASA,04/20/2000,8.75,8.8125,8.75,8.75,6600
JASA,04/24/2000,8.75,8.9375,8.75,8.875,4300
JASA,04/25/2000,9,9.125,8.9375,9.125,2600
JASA,04/26/2000,9.125,9.25,9,9.125,5800
JASA,04/27/2000,9.3125,9.375,9.25,9.375,1500
JASA,04/28/2000,9.375,9.375,9.3125,9.3125,12500
JASA,05/01/2000,9.3125,9.4375,9.25,9.3125,10200
JASA,05/02/2000,9.3125,9.3125,9.25,9.25,4600
JASA,05/03/2000,9.3125,9.3125,9.1875,9.25,6000
JASA,05/04/2000,9.25,9.3125,9.125,9.25,4200
JASA,05/05/2000,9.3125,9.3125,9.1875,9.25,6900
JASA,05/08/2000,9.25,9.3125,9.125,9.3125,8100
JASA,05/09/2000,9.25,9.3125,9.125,9.25,10400
JASA,05/10/2000,9.125,9.375,9.125,9.25,11800
JASA,05/11/2000,9.25,9.25,8.9375,9.0625,4800
JASA,05/12/2000,9,9,8.9375,9,13200
JASA,05/15/2000,9,9,9,9,3900
JASA,05/16/2000,9,9,8.9688,9,34600
JASA,05/17/2000,9,9,9,9,18900
JASA,05/18/2000,9,9,8.875,9,19100
JASA,05/19/2000,9,9,9,9,6300
JASA,05/22/2000,9,9,8.9375,8.9375,1300
JASA,05/23/2000,9,9,9,9,31100
JASA,05/24/2000,9,9.0625,9,9.0625,79400
JASA,05/25/2000,9,9.125,9,9.125,4500
JASA,05/26/2000,9.125,9.3125,9.0625,9.3125,6800
JASA,05/30/2000,9.2813,9.375,9.2813,9.3125,6000
JASA,05/31/2000,9.4375,9.6875,9.4375,9.5,5900
JASA,06/01/2000,9.4375,9.5,9.3125,9.3125,7600
JASA,06/02/2000,9.375,9.375,9.3125,9.3125,10300
JASA,06/05/2000,9.1875,9.25,9.1875,9.1875,13000
JASA,06/06/2000,9.1875,9.1875,9.125,9.125,5700
JASA,06/07/2000,9,9,8.875,8.875,13700
JASA,06/08/2000,8.8125,8.8125,8.75,8.75,7600
JASA,06/09/2000,8.75,8.8125,8.75,8.8125,1000
JASA,06/12/2000,8.8125,8.8125,8.6875,8.75,14100
JASA,06/13/2000,8.75,8.8125,8.75,8.8125,3100
JASA,06/14/2000,8.75,8.875,8.75,8.875,6800
JASA,06/15/2000,8.875,8.9375,8.8125,8.8125,58100
JASA,06/16/2000,8.8125,8.875,8.6875,8.6875,30000
JASA,06/19/2000,8.6875,8.6875,8.625,8.6875,21800
JASA,06/20/2000,8.75,8.75,8.4375,8.4375,8900
JASA,06/21/2000,8.4375,8.4375,8.3125,8.3125,12500
JASA,06/22/2000,8.3125,8.3125,8.25,8.25,2900
JASA,06/23/2000,8.125,8.125,8,8,12100
JASA,06/26/2000,8,8,7.3125,7.375,42800
JASA,06/27/2000,7.4375,7.4375,6.9375,6.9375,59100
JASA,06/28/2000,6.9375,7.1875,6.875,7.1875,64000
JASA,06/29/2000,7.1875,7.25,7.125,7.25,59700
JASA,06/30/2000,7.25,7.25,7,7,247900
JASA,07/03/2000,7.0625,7.125,7.0625,7.125,2800
JASA,07/05/2000,7.0625,7.25,7.0625,7.25,7300
JASA,07/06/2000,7.1875,7.25,7.0625,7.1875,19800
JASA,07/07/2000,7.1875,7.25,7.0625,7.125,7700
JASA,07/10/2000,7.125,7.25,7.125,7.125,136100
JASA,07/11/2000,7.125,7.25,7.125,7.25,19900
JASA,07/12/2000,7.25,7.375,7.25,7.375,16400
JASA,07/13/2000,7.5,7.625,7.4375,7.625,16500
JASA,07/14/2000,7.75,7.875,7.75,7.75,6900
JASA,07/17/2000,7.75,7.75,7.5625,7.5625,4400
JASA,07/18/2000,7.5625,7.5625,7.4375,7.4375,7400
JASA,07/19/2000,7.5,7.5,7.4375,7.4375,10600
JASA,07/20/2000,7.4375,7.5,7.375,7.5,9400
JASA,07/21/2000,7.4375,7.4375,7.375,7.4375,2300
JASA,07/24/2000,7.4375,7.625,7.4375,7.625,5500
JASA,07/25/2000,7.5625,7.5625,7.375,7.4375,900
JASA,07/26/2000,7.375,7.375,7.375,7.375,9000
JASA,07/27/2000,7.25,7.25,7.0625,7.0625,6700
JASA,07/28/2000,7.0625,7.0625,7.0625,7.0625,7500
JASA,07/31/2000,7.0938,7.25,7.0938,7.25,8600
JASA,08/01/2000,7.3125,7.4375,7.3125,7.4375,12400
JASA,08/02/2000,7.375,7.375,7.3125,7.375,1400
JASA,08/03/2000,7.375,7.4375,7.3125,7.375,6200
