,TRYB,US,Equity,,,
TRYB,07/07/2008,6.38,6.38,6.04,6.21,268531
TRYB,07/08/2008,6.21,6.39,6.06,6.33,426279
TRYB,07/09/2008,6.41,6.43,5.93,5.97,412310
TRYB,07/10/2008,5.82,6.03,5.68,5.71,232062
TRYB,07/11/2008,5.61,5.74,5.52,5.62,280804
TRYB,07/14/2008,5.68,5.69,5.4,5.42,395090
TRYB,07/15/2008,5.31,5.69,5.24,5.56,282170
TRYB,07/16/2008,5.56,5.84,5.45,5.78,272819
TRYB,07/17/2008,5.82,5.82,5.53,5.79,259895
TRYB,07/18/2008,5.73,5.95,5.72,5.9,220030
TRYB,07/21/2008,6.08,6.08,5.72,5.75,266432
TRYB,07/22/2008,5.64,5.81,5.61,5.79,504776
TRYB,07/23/2008,5.92,5.92,5.66,5.8,429931
TRYB,07/24/2008,5.84,5.89,5.39,5.48,355956
TRYB,07/25/2008,5.45,5.83,5.42,5.55,211253
TRYB,07/28/2008,5.5,5.58,5.37,5.38,243001
TRYB,07/29/2008,5.34,5.71,5.34,5.71,425963
TRYB,07/30/2008,5.71,5.85,5.49,5.58,244143
TRYB,07/31/2008,5.5,5.71,5.5,5.58,224725
TRYB,08/01/2008,5.54,5.71,5.51,5.59,193160
TRYB,08/04/2008,5.58,5.7,5.53,5.63,315262
TRYB,08/05/2008,5.69,5.93,5.6,5.85,393530
TRYB,08/06/2008,5.87,5.87,5.44,5.48,301452
TRYB,08/07/2008,5.41,5.43,5.05,5.3,372467
TRYB,08/08/2008,5.44,5.63,5.31,5.54,379907
TRYB,08/11/2008,5.55,5.88,5.5,5.8,637725
TRYB,08/12/2008,5.93,5.93,5.61,5.82,284390
TRYB,08/13/2008,5.82,5.84,5.66,5.76,220558
TRYB,08/14/2008,5.87,6.1,5.73,6.07,207631
TRYB,08/15/2008,6.16,7.06,5.8,6.36,587391
TRYB,08/18/2008,6.44,6.46,6.12,6.19,342170
TRYB,08/19/2008,6.17,6.17,5.91,5.98,156955
TRYB,08/20/2008,5.97,6.14,5.84,6.09,150040
TRYB,08/21/2008,5.94,6.13,5.93,6.08,219099
TRYB,08/22/2008,6.14,6.35,6.03,6.33,207208
TRYB,08/25/2008,6.38,6.38,6.03,6.06,142801
TRYB,08/26/2008,6.15,6.15,5.77,5.85,160916
TRYB,08/27/2008,5.84,5.86,5.68,5.82,172715
TRYB,08/28/2008,5.83,6.02,5.73,5.97,162110
TRYB,08/29/2008,5.95,5.98,5.72,5.81,245463
TRYB,09/02/2008,5.96,6.19,5.82,5.93,236096
TRYB,09/03/2008,5.93,6.02,5.81,5.92,384179
TRYB,09/04/2008,5.82,5.89,5.61,5.74,449071
TRYB,09/05/2008,5.7,5.8,5.63,5.8,235729
TRYB,09/08/2008,6.05,6.18,5.89,6.01,299806
TRYB,09/09/2008,6.04,6.07,5.51,5.52,581944
TRYB,09/10/2008,5.59,5.64,5.46,5.49,403627
TRYB,09/11/2008,5.42,5.5,5.31,5.44,275122
TRYB,09/12/2008,5.39,5.5,5.21,5.49,224942
TRYB,09/15/2008,5.61,5.61,5.2,5.24,260521
TRYB,09/16/2008,5.09,5.28,4.72,5.25,493882
TRYB,09/17/2008,5.06,5.31,4.89,4.92,702123
TRYB,09/18/2008,5.34,6.1,4.9,6.1,1743805
TRYB,09/19/2008,6.1,6.47,5.23,5.44,1854662
TRYB,09/22/2008,5.4,5.5,5.11,5.16,1098307
TRYB,09/23/2008,5.09,5.25,5.06,5.11,1416788
TRYB,09/24/2008,5.2,5.3,5.12,5.14,1302307
TRYB,09/25/2008,5.18,5.31,5.15,5.23,828889
TRYB,09/26/2008,4.99,5.43,4.99,5.43,492292
TRYB,09/29/2008,5.6,6.75,4.2,6.75,28950252
